Chip Run Info,D:\Edoardo\1361334033 10 nM vinc untreated 48h\ChipRun.bml,1361334033,96.96 (136x),GE 96x96 PCR+Melt v2,ROX,EvaGreen,8/5/2016 9:08:11 AM,00:50:59,BIOMARK088
Application Version,4.1.3
Application Build,20140305.1515
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,User
Chamber,Sample,Sample,Sample,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Tm,Tm,Tm,Defined
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio,Comments
S06-A85,untreated_high,Unknown,1,SP1,Test,14.8245113854697,1,Pass,0.0233967033971152,87.5476923044591,999,1,
S06-A96,untreated_high,Unknown,1,LRP6,Test,19.5890488856697,1,Pass,0.0233967033971152,87.6765787931317,999,1,
S06-A95,untreated_high,Unknown,1,Tcf7l2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S06-A94,untreated_high,Unknown,1,B2M,Test,8.97963294947455,1,Pass,0.0233967033971152,86.6814611544255,999,1,
S06-A93,untreated_high,Unknown,1,MAP3K14,Test,999,0,Fail,0.0233967033971152,999,999,0,
S06-A92,untreated_high,Unknown,1,SLCO3A1,Test,16.085091521248,1,Pass,0.0233967033971152,85.0965276380632,999,1,
S06-A91,untreated_high,Unknown,1,SP1,Test,14.7745689397578,1,Pass,0.0233967033971152,88.0246185566626,999,1,
S95-A01,untreated_low,Unknown,1,ACTB,Test,11.9112900190284,0.97605977477899,Pass,0.0233967033971152,91.2368095476348,999,1,
S95-A02,untreated_low,Unknown,1,SP3,Test,13.3123119642004,1,Pass,0.0233967033971152,82.029985450709,999,1,
S95-A03,untreated_low,Unknown,1,SLCO2B1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S95-A04,untreated_low,Unknown,1,RSU1,Test,15.7593179025379,1,Pass,0.0233967033971152,83.0964740437433,999,1,
S95-A05,untreated_low,Unknown,1,IL8,Test,999,0,Fail,0.0233967033971152,999,999,0,
S95-A06,untreated_low,Unknown,1,FZD7,Test,17.2978121283649,1,Pass,0.0233967033971152,81.4991385737375,999,1,
S95-A07,untreated_low,Unknown,1,ACTB,Test,11.935595732878,0.984874027723885,Pass,0.0233967033971152,90.63332314992,999,1,
S95-A08,untreated_low,Unknown,1,SP3,Test,13.2657250867954,1,Pass,0.0233967033971152,81.6758668200693,999,1,
S95-A09,untreated_low,Unknown,1,SLCO2B1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S95-A10,untreated_low,Unknown,1,RSU1,Test,15.512250996177,1,Pass,0.0233967033971152,82.8921556292359,999,1,
S95-A11,untreated_low,Unknown,1,IL8,Test,999,0,Fail,0.0233967033971152,999,999,0,
S95-A12,untreated_low,Unknown,1,FZD7,Test,17.1045763899055,1,Pass,0.0233967033971152,81.1784286163266,999,1,
S95-A13,untreated_low,Unknown,1,ABCC4,Test,13.6626591351108,1,Pass,0.0233967033971152,81.0894811144103,999,1,
S95-A14,untreated_low,Unknown,1,YBX1,Test,7.07672198307869,1,Pass,0.0233967033971152,82.6507504376216,999,1,
S95-A15,untreated_low,Unknown,1,PRKCB,Test,14.4893581261873,1,Pass,0.0233967033971152,87.1287109173124,999,1,
S95-A16,untreated_low,Unknown,1,DDIT4,Test,15.5672695083311,1,Pass,0.0233967033971152,88.2875912805208,999,1,
S95-A17,untreated_low,Unknown,1,ABCB1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S95-A18,untreated_low,Unknown,1,LRP5,Test,999,0,Fail,0.0233967033971152,999,999,0,
S95-A19,untreated_low,Unknown,1,ABCC4,Test,13.4808980613198,1,Pass,0.0233967033971152,80.996096995169,999,1,
S95-A20,untreated_low,Unknown,1,YBX1,Test,6.9762243046875,1,Pass,0.0233967033971152,82.426704326278,999,1,
S95-A21,untreated_low,Unknown,1,PRKCB,Test,14.7632707140882,1,Pass,0.0233967033971152,87.0798497309055,999,1,
S95-A22,untreated_low,Unknown,1,DDIT4,Test,15.4414382992671,1,Pass,0.0233967033971152,88.16916795733,999,1,
S95-A23,untreated_low,Unknown,1,ABCB1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S95-A24,untreated_low,Unknown,1,LRP5,Test,999,0,Fail,0.0233967033971152,999,999,0,
S95-A25,untreated_low,Unknown,1,ABCC5,Test,999,0,Fail,0.0233967033971152,999,999,0,
S95-A26,untreated_low,Unknown,1,NFYA,Test,15.9051490439406,1,Pass,0.0233967033971152,85.8672748315951,999,1,
S95-A27,untreated_low,Unknown,1,CSK,Test,12.6412887736867,1,Pass,0.0233967033971152,86.2356041674137,999,1,
S95-A28,untreated_low,Unknown,1,SCML2,Test,16.6855325211088,1,Pass,0.0233967033971152,82.1145921248715,999,1,
S95-A29,untreated_low,Unknown,1,GAPDH,Test,7.8483172514449,1,Pass,0.0233967033971152,88.006582353729,999,1,
S95-A30,untreated_low,Unknown,1,APCDD1,Test,27.1882180494401,0,Fail,0.0233967033971152,999,999,0,
S95-A31,untreated_low,Unknown,1,ABCC5,Test,999,0,Fail,0.0233967033971152,999,999,0,
S95-A32,untreated_low,Unknown,1,NFYA,Test,15.6564019923209,1,Pass,0.0233967033971152,85.8511539871791,999,1,
S95-A33,untreated_low,Unknown,1,CSK,Test,12.5854821252247,1,Pass,0.0233967033971152,86.19280559273,999,1,
S95-A34,untreated_low,Unknown,1,SCML2,Test,16.7199406364581,1,Pass,0.0233967033971152,82.0936960721632,999,1,
S95-A35,untreated_low,Unknown,1,GAPDH,Test,7.86865536836557,1,Pass,0.0233967033971152,87.959077467616,999,1,
S95-A36,untreated_low,Unknown,1,APCDD1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S95-A37,untreated_low,Unknown,1,WNK1,Test,14.7520604709025,1,Pass,0.0233967033971152,84.0468841839343,999,1,
S95-A38,untreated_low,Unknown,1,IL18,Test,17.8180426352846,1,Pass,0.0233967033971152,81.1828088810601,999,1,
S95-A39,untreated_low,Unknown,1,GCLC,Test,14.994409855752,1,Pass,0.0233967033971152,83.8346740608792,999,1,
S95-A40,untreated_low,Unknown,1,MAPK1,Test,12.9500561994661,1,Pass,0.0233967033971152,85.6878324784159,999,1,
S95-A41,untreated_low,Unknown,1,MYC,Test,8.27140657718131,1,Pass,0.0233967033971152,80.2449627622183,999,1,
S95-A42,untreated_low,Unknown,1,OCT4,Test,23.3946087402853,0,Fail,0.0233967033971152,999,999,0,
S95-A43,untreated_low,Unknown,1,WNK1,Test,14.6679524867609,1,Pass,0.0233967033971152,84.0462791298826,999,1,
S95-A44,untreated_low,Unknown,1,IL18,Test,18.1336033363129,1,Pass,0.0233967033971152,81.2109614265254,999,1,
S95-A45,untreated_low,Unknown,1,GCLC,Test,15.0749240372726,1,Pass,0.0233967033971152,83.8715980819101,999,1,
S95-A46,untreated_low,Unknown,1,MAPK1,Test,12.8916687770998,1,Pass,0.0233967033971152,85.6811331912879,999,1,
S95-A47,untreated_low,Unknown,1,MYC,Test,8.30304188056575,1,Pass,0.0233967033971152,80.2400941293966,999,1,
S95-A48,untreated_low,Unknown,1,OCT4,Test,21.8025954237156,0,Fail,0.0233967033971152,999,999,0,
S95-A54,untreated_low,Unknown,1,OSCAR,Test,999,0,Fail,0.0233967033971152,999,999,0,
S95-A53,untreated_low,Unknown,1,MPO,Test,6.98377227318583,1,Pass,0.0233967033971152,88.7148452954154,999,1,
S95-A52,untreated_low,Unknown,1,EZH1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S95-A51,untreated_low,Unknown,1,SLC7A7,Test,999,0,Fail,0.0233967033971152,999,999,0,
S95-A50,untreated_low,Unknown,1,BRD4,Test,12.7536531259588,1,Pass,0.0233967033971152,85.3283643393859,999,1,
S95-A49,untreated_low,Unknown,1,DVL2,Test,18.1928361146813,1,Pass,0.0233967033971152,87.1376015425462,999,1,
S95-A60,untreated_low,Unknown,1,OSCAR,Test,999,0,Fail,0.0233967033971152,999,999,0,
S95-A59,untreated_low,Unknown,1,MPO,Test,6.90382184287623,1,Pass,0.0233967033971152,88.7018573809207,999,1,
S95-A58,untreated_low,Unknown,1,EZH1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S95-A57,untreated_low,Unknown,1,SLC7A7,Test,999,0,Fail,0.0233967033971152,999,999,0,
S95-A56,untreated_low,Unknown,1,BRD4,Test,12.6517928685456,1,Pass,0.0233967033971152,85.3139419300441,999,1,
S95-A55,untreated_low,Unknown,1,DVL2,Test,17.8575021503449,1,Pass,0.0233967033971152,87.0650032196847,999,1,
S95-A66,untreated_low,Unknown,1,MT2A,Test,12.2905995232824,1,Pass,0.0233967033971152,90.0269357427017,999,1,
S95-A65,untreated_low,Unknown,1,NOTCH1,Test,17.3373106847765,1,Pass,0.0233967033971152,90.2597964729316,999,1,
S95-A64,untreated_low,Unknown,1,PTK2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S95-A63,untreated_low,Unknown,1,KRAS,Test,14.1456626779724,1,Pass,0.0233967033971152,75.7856765966074,999,1,
S95-A62,untreated_low,Unknown,1,KMT2A,Test,18.5214531817875,1,Pass,0.0233967033971152,81.8678012178754,999,1,
S95-A61,untreated_low,Unknown,1,DAAM1,Test,16.8101035349861,1,Pass,0.0233967033971152,84.8963858324852,999,1,
S95-A72,untreated_low,Unknown,1,MT2A,Test,12.2869274583975,1,Pass,0.0233967033971152,90.0190810118694,999,1,
S95-A71,untreated_low,Unknown,1,NOTCH1,Test,17.6404002554532,1,Pass,0.0233967033971152,90.1902442614397,999,1,
S95-A70,untreated_low,Unknown,1,PTK2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S95-A69,untreated_low,Unknown,1,KRAS,Test,13.9273074483485,1,Pass,0.0233967033971152,75.7886319540016,999,1,
S95-A68,untreated_low,Unknown,1,KMT2A,Test,18.6908758553323,1,Pass,0.0233967033971152,81.945167827806,999,1,
S95-A67,untreated_low,Unknown,1,DAAM1,Test,16.6152102164302,1,Pass,0.0233967033971152,84.8617371997723,999,1,
S95-A78,untreated_low,Unknown,1,CTNNB,Test,13.8643648343974,1,Pass,0.0233967033971152,83.8770147285754,999,1,
S95-A77,untreated_low,Unknown,1,PTGS2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S95-A76,untreated_low,Unknown,1,PPIA,Test,9.01770126998211,1,Pass,0.0233967033971152,84.6690266072358,999,1,
S95-A75,untreated_low,Unknown,1,RELA,Test,13.4047325419594,1,Pass,0.0233967033971152,85.9860682156638,999,1,
S95-A74,untreated_low,Unknown,1,SMYD3,Test,18.597099838314,1,Pass,0.0233967033971152,82.025707536926,999,1,
S95-A73,untreated_low,Unknown,1,UGCG,Test,999,0,Fail,0.0233967033971152,999,999,0,
S95-A84,untreated_low,Unknown,1,CTNNB,Test,13.935433396472,1,Pass,0.0233967033971152,83.8941768208701,999,1,
S95-A83,untreated_low,Unknown,1,PTGS2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S95-A82,untreated_low,Unknown,1,PPIA,Test,9.05476446651744,1,Pass,0.0233967033971152,84.7223652808006,999,1,
S95-A81,untreated_low,Unknown,1,RELA,Test,13.3721315597201,1,Pass,0.0233967033971152,86.0566924677482,999,1,
S95-A80,untreated_low,Unknown,1,SMYD3,Test,18.4321488680141,1,Pass,0.0233967033971152,82.226247518751,999,1,
S95-A79,untreated_low,Unknown,1,UGCG,Test,999,0,Fail,0.0233967033971152,999,999,0,
S95-A90,untreated_low,Unknown,1,LRP6,Test,21.2612290700894,1,Pass,0.0233967033971152,87.1602581722944,999,1,
S95-A89,untreated_low,Unknown,1,Tcf7l2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S95-A88,untreated_low,Unknown,1,B2M,Test,10.0861571127745,1,Pass,0.0233967033971152,86.1117153504161,999,1,
S95-A87,untreated_low,Unknown,1,MAP3K14,Test,22.643932627413,1,Pass,0.0233967033971152,84.7228454467163,999,1,
S95-A86,untreated_low,Unknown,1,SLCO3A1,Test,17.1358151095829,1,Pass,0.0233967033971152,84.4092490390887,999,1,
S95-A85,untreated_low,Unknown,1,SP1,Test,15.9981842587402,1,Pass,0.0233967033971152,87.1876488144002,999,1,
S95-A96,untreated_low,Unknown,1,LRP6,Test,21.6671601017944,1,Pass,0.0233967033971152,87.326965535031,999,1,
S95-A95,untreated_low,Unknown,1,Tcf7l2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S95-A94,untreated_low,Unknown,1,B2M,Test,10.2057790923501,1,Pass,0.0233967033971152,86.4051413779469,999,1,
S95-A93,untreated_low,Unknown,1,MAP3K14,Test,20.3656652426494,1,Pass,0.0233967033971152,84.8292308100139,999,1,
S95-A92,untreated_low,Unknown,1,SLCO3A1,Test,16.8256597773249,1,Pass,0.0233967033971152,84.8661672617513,999,1,
S95-A91,untreated_low,Unknown,1,SP1,Test,15.9079699085217,1,Pass,0.0233967033971152,87.8471786407309,999,1,
S05-A01,untreated_high,Unknown,1,ACTB,Test,13.1141661943474,0.910731406853274,Pass,0.0233967033971152,91.1328722545074,999,1,
S05-A02,untreated_high,Unknown,1,SP3,Test,12.9257249296973,1,Pass,0.0233967033971152,82.0417681443279,999,1,
S05-A03,untreated_high,Unknown,1,SLCO2B1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S05-A04,untreated_high,Unknown,1,RSU1,Test,13.5274941972543,1,Pass,0.0233967033971152,83.5821670157472,999,1,
S05-A05,untreated_high,Unknown,1,IL8,Test,10.4838765652833,1,Pass,0.0233967033971152,83.2328834202012,999,1,
S05-A06,untreated_high,Unknown,1,FZD7,Test,19.2701969509092,1,Pass,0.0233967033971152,81.3150350550505,999,1,
S05-A07,untreated_high,Unknown,1,ACTB,Test,13.1387138700623,0.919939633296393,Pass,0.0233967033971152,90.5817956421178,999,1,
S05-A08,untreated_high,Unknown,1,SP3,Test,12.8698013780458,1,Pass,0.0233967033971152,81.6657259493987,999,1,
S05-A09,untreated_high,Unknown,1,SLCO2B1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S05-A10,untreated_high,Unknown,1,RSU1,Test,13.4031262418762,1,Pass,0.0233967033971152,83.1002615958312,999,1,
S05-A11,untreated_high,Unknown,1,IL8,Test,10.5026830056748,1,Pass,0.0233967033971152,82.9605113989572,999,1,
S05-A12,untreated_high,Unknown,1,FZD7,Test,18.4470108724105,1,Pass,0.0233967033971152,81.128145307532,999,1,
S05-A13,untreated_high,Unknown,1,ABCC4,Test,13.2091794429729,1,Pass,0.0233967033971152,81.0870867158837,999,1,
S05-A14,untreated_high,Unknown,1,YBX1,Test,6.83607025295363,1,Pass,0.0233967033971152,82.6340983472156,999,1,
S05-A15,untreated_high,Unknown,1,PRKCB,Test,14.6788974635517,1,Pass,0.0233967033971152,86.9620681778151,999,1,
S05-A16,untreated_high,Unknown,1,DDIT4,Test,15.9233580127925,1,Pass,0.0233967033971152,88.8655534346609,999,1,
S05-A17,untreated_high,Unknown,1,ABCB1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S05-A18,untreated_high,Unknown,1,LRP5,Test,15.8783094378209,1,Pass,0.0233967033971152,84.5776540207868,999,1,
S05-A19,untreated_high,Unknown,1,ABCC4,Test,13.081614505848,1,Pass,0.0233967033971152,81.0023564232051,999,1,
S05-A20,untreated_high,Unknown,1,YBX1,Test,6.84877529615075,1,Pass,0.0233967033971152,82.4133525438296,999,1,
S05-A21,untreated_high,Unknown,1,PRKCB,Test,14.710215006888,1,Pass,0.0233967033971152,86.8291396350899,999,1,
S05-A22,untreated_high,Unknown,1,DDIT4,Test,15.9320959440829,1,Pass,0.0233967033971152,88.755789222658,999,1,
S05-A23,untreated_high,Unknown,1,ABCB1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S05-A24,untreated_high,Unknown,1,LRP5,Test,15.6662940704849,1,Pass,0.0233967033971152,84.5574481631222,999,1,
S05-A25,untreated_high,Unknown,1,ABCC5,Test,13.5354258194974,1,Pass,0.0233967033971152,84.7895279901648,999,1,
S05-A26,untreated_high,Unknown,1,NFYA,Test,999,0,Fail,0.0233967033971152,999,999,0,
S05-A27,untreated_high,Unknown,1,CSK,Test,11.9135128068399,1,Pass,0.0233967033971152,86.2330137927314,999,1,
S05-A28,untreated_high,Unknown,1,SCML2,Test,15.2194794308208,1,Pass,0.0233967033971152,82.1309303375759,999,1,
S05-A29,untreated_high,Unknown,1,GAPDH,Test,7.57510057607281,1,Pass,0.0233967033971152,87.9616588370726,999,1,
S05-A30,untreated_high,Unknown,1,APCDD1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S05-A31,untreated_high,Unknown,1,ABCC5,Test,13.4795858346202,1,Pass,0.0233967033971152,84.729540858599,999,1,
S05-A32,untreated_high,Unknown,1,NFYA,Test,999,0,Fail,0.0233967033971152,999,999,0,
S05-A33,untreated_high,Unknown,1,CSK,Test,11.9243217244554,1,Pass,0.0233967033971152,86.1766476587335,999,1,
S05-A34,untreated_high,Unknown,1,SCML2,Test,15.1875681843344,1,Pass,0.0233967033971152,82.077543700696,999,1,
S05-A35,untreated_high,Unknown,1,GAPDH,Test,7.53563779551849,1,Pass,0.0233967033971152,87.9245202223963,999,1,
S05-A36,untreated_high,Unknown,1,APCDD1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S05-A37,untreated_high,Unknown,1,WNK1,Test,13.4889880208322,1,Pass,0.0233967033971152,84.051387085209,999,1,
S05-A38,untreated_high,Unknown,1,IL18,Test,15.0180315475827,1,Pass,0.0233967033971152,81.3195862879718,999,1,
S05-A39,untreated_high,Unknown,1,GCLC,Test,13.3216072242211,1,Pass,0.0233967033971152,83.8221104557107,999,1,
S05-A40,untreated_high,Unknown,1,MAPK1,Test,11.1754620238133,1,Pass,0.0233967033971152,85.6800828584646,999,1,
S05-A41,untreated_high,Unknown,1,MYC,Test,10.0753693927276,1,Pass,0.0233967033971152,80.2894463901055,999,1,
S05-A42,untreated_high,Unknown,1,OCT4,Test,999,0,Fail,0.0233967033971152,999,999,0,
S05-A43,untreated_high,Unknown,1,WNK1,Test,13.4386896596637,1,Pass,0.0233967033971152,84.0751713382964,999,1,
S05-A44,untreated_high,Unknown,1,IL18,Test,14.759758057812,1,Pass,0.0233967033971152,81.3031003727436,999,1,
S05-A45,untreated_high,Unknown,1,GCLC,Test,13.3409846754811,1,Pass,0.0233967033971152,83.8489660213378,999,1,
S05-A46,untreated_high,Unknown,1,MAPK1,Test,11.1538621906622,1,Pass,0.0233967033971152,85.690433074652,999,1,
S05-A47,untreated_high,Unknown,1,MYC,Test,10.0185369549578,1,Pass,0.0233967033971152,80.283568160216,999,1,
S05-A48,untreated_high,Unknown,1,OCT4,Test,28.4892639367607,0,Fail,0.0233967033971152,999,999,0,
S05-A54,untreated_high,Unknown,1,OSCAR,Test,999,0,Fail,0.0233967033971152,999,999,0,
S05-A53,untreated_high,Unknown,1,MPO,Test,6.98616298467717,1,Pass,0.0233967033971152,88.6978841428056,999,1,
S05-A52,untreated_high,Unknown,1,EZH1,Test,13.5290603711114,1,Pass,0.0233967033971152,82.9409667273264,999,1,
S05-A51,untreated_high,Unknown,1,SLC7A7,Test,15.9457525524875,1,Pass,0.0233967033971152,81.6894544073685,999,1,
S05-A50,untreated_high,Unknown,1,BRD4,Test,11.0711841975386,1,Pass,0.0233967033971152,85.3245982453609,999,1,
S05-A49,untreated_high,Unknown,1,DVL2,Test,14.3833366975498,1,Pass,0.0233967033971152,87.1693024664612,999,1,
S05-A60,untreated_high,Unknown,1,OSCAR,Test,999,0,Fail,0.0233967033971152,999,999,0,
S05-A59,untreated_high,Unknown,1,MPO,Test,6.99463261870577,1,Pass,0.0233967033971152,88.7014248278489,999,1,
S05-A58,untreated_high,Unknown,1,EZH1,Test,13.5004298013306,1,Pass,0.0233967033971152,82.921293731275,999,1,
S05-A57,untreated_high,Unknown,1,SLC7A7,Test,15.9393104550596,1,Pass,0.0233967033971152,81.6999014980314,999,1,
S05-A56,untreated_high,Unknown,1,BRD4,Test,11.0613847881456,1,Pass,0.0233967033971152,85.3410479660744,999,1,
S05-A55,untreated_high,Unknown,1,DVL2,Test,14.3189541573325,1,Pass,0.0233967033971152,87.1668504045012,999,1,
S05-A66,untreated_high,Unknown,1,MT2A,Test,14.2031157281461,1,Pass,0.0233967033971152,89.9950692395038,999,1,
S05-A65,untreated_high,Unknown,1,NOTCH1,Test,18.34667965866,1,Pass,0.0233967033971152,90.0546255888002,999,1,
S05-A64,untreated_high,Unknown,1,PTK2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S05-A63,untreated_high,Unknown,1,KRAS,Test,13.5240152165791,1,Pass,0.0233967033971152,75.839293966793,999,1,
S05-A62,untreated_high,Unknown,1,KMT2A,Test,14.0135043225187,1,Pass,0.0233967033971152,81.9814822083231,999,1,
S05-A61,untreated_high,Unknown,1,DAAM1,Test,17.9499910628091,1,Pass,0.0233967033971152,84.8266536947853,999,1,
S05-A72,untreated_high,Unknown,1,MT2A,Test,14.3707446211117,1,Pass,0.0233967033971152,90.0221849376644,999,1,
S05-A71,untreated_high,Unknown,1,NOTCH1,Test,18.298072876718,1,Pass,0.0233967033971152,90.2680022474266,999,1,
S05-A70,untreated_high,Unknown,1,PTK2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S05-A69,untreated_high,Unknown,1,KRAS,Test,13.4427123715209,1,Pass,0.0233967033971152,75.8555001621462,999,1,
S05-A68,untreated_high,Unknown,1,KMT2A,Test,13.953561677256,1,Pass,0.0233967033971152,81.988767853475,999,1,
S05-A67,untreated_high,Unknown,1,DAAM1,Test,17.482129694426,1,Pass,0.0233967033971152,84.7125921243475,999,1,
S05-A78,untreated_high,Unknown,1,CTNNB,Test,12.9035907458531,1,Pass,0.0233967033971152,83.8991224313812,999,1,
S05-A77,untreated_high,Unknown,1,PTGS2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S05-A76,untreated_high,Unknown,1,PPIA,Test,7.84423901449242,1,Pass,0.0233967033971152,84.7011014890041,999,1,
S05-A75,untreated_high,Unknown,1,RELA,Test,12.5939360596734,1,Pass,0.0233967033971152,86.0313499280715,999,1,
S05-A74,untreated_high,Unknown,1,SMYD3,Test,14.889435061016,1,Pass,0.0233967033971152,82.3498920207967,999,1,
S05-A73,untreated_high,Unknown,1,UGCG,Test,999,0,Fail,0.0233967033971152,999,999,0,
S05-A84,untreated_high,Unknown,1,CTNNB,Test,13.026584046863,1,Pass,0.0233967033971152,83.9347248580607,999,1,
S05-A83,untreated_high,Unknown,1,PTGS2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S05-A82,untreated_high,Unknown,1,PPIA,Test,7.7370900835059,1,Pass,0.0233967033971152,84.7568243970892,999,1,
S05-A81,untreated_high,Unknown,1,RELA,Test,12.488144020673,1,Pass,0.0233967033971152,86.091998305363,999,1,
S05-A80,untreated_high,Unknown,1,SMYD3,Test,15.1980437045293,1,Pass,0.0233967033971152,82.3649641338874,999,1,
S05-A79,untreated_high,Unknown,1,UGCG,Test,999,0,Fail,0.0233967033971152,999,999,0,
S05-A90,untreated_high,Unknown,1,LRP6,Test,20.7752028708337,1,Pass,0.0233967033971152,87.1826757373812,999,1,
S05-A89,untreated_high,Unknown,1,Tcf7l2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S05-A88,untreated_high,Unknown,1,B2M,Test,8.90730703632394,1,Pass,0.0233967033971152,86.1392987889076,999,1,
S05-A87,untreated_high,Unknown,1,MAP3K14,Test,999,0,Fail,0.0233967033971152,999,999,0,
S05-A86,untreated_high,Unknown,1,SLCO3A1,Test,15.0570896215489,1,Pass,0.0233967033971152,84.5733483319286,999,1,
S05-A85,untreated_high,Unknown,1,SP1,Test,14.3566903970083,1,Pass,0.0233967033971152,87.3515073138827,999,1,
S05-A96,untreated_high,Unknown,1,LRP6,Test,20.4338487274855,1,Pass,0.0233967033971152,87.3751416985104,999,1,
S05-A95,untreated_high,Unknown,1,Tcf7l2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S05-A94,untreated_high,Unknown,1,B2M,Test,8.94576658624386,1,Pass,0.0233967033971152,86.5471563244874,999,1,
S05-A93,untreated_high,Unknown,1,MAP3K14,Test,999,0,Fail,0.0233967033971152,999,999,0,
S05-A92,untreated_high,Unknown,1,SLCO3A1,Test,14.9787699537238,1,Pass,0.0233967033971152,84.9149814404682,999,1,
S05-A91,untreated_high,Unknown,1,SP1,Test,14.5210756242055,1,Pass,0.0233967033971152,87.9367481674814,999,1,
S94-A01,untreated_low,Unknown,1,ACTB,Test,15.4020368141892,0.927831558091182,Pass,0.0233967033971152,91.0007154029794,999,1,
S94-A02,untreated_low,Unknown,1,SP3,Test,15.5159002927361,1,Pass,0.0233967033971152,81.8784677332882,999,1,
S94-A03,untreated_low,Unknown,1,SLCO2B1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S94-A04,untreated_low,Unknown,1,RSU1,Test,15.4144883202121,1,Pass,0.0233967033971152,83.1652248122724,999,1,
S94-A05,untreated_low,Unknown,1,IL8,Test,11.0807286529932,1,Pass,0.0233967033971152,83.0508054976521,999,1,
S94-A06,untreated_low,Unknown,1,FZD7,Test,18.072854916742,1,Pass,0.0233967033971152,81.2291420126447,999,1,
S94-A07,untreated_low,Unknown,1,ACTB,Test,15.5658605413206,0.97133081932963,Pass,0.0233967033971152,90.3046562707202,999,1,
S94-A08,untreated_low,Unknown,1,SP3,Test,15.3577860320639,1,Pass,0.0233967033971152,81.4068902612961,999,1,
S94-A09,untreated_low,Unknown,1,SLCO2B1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S94-A10,untreated_low,Unknown,1,RSU1,Test,15.4482058849246,1,Pass,0.0233967033971152,82.9112672479202,999,1,
S94-A11,untreated_low,Unknown,1,IL8,Test,11.2027623583445,1,Pass,0.0233967033971152,82.8106625657888,999,1,
S94-A12,untreated_low,Unknown,1,FZD7,Test,18.0494098137596,1,Pass,0.0233967033971152,81.027964970848,999,1,
S94-A13,untreated_low,Unknown,1,ABCC4,Test,999,0,Fail,0.0233967033971152,999,999,0,
S94-A14,untreated_low,Unknown,1,YBX1,Test,11.3774622969735,1,Pass,0.0233967033971152,82.2718087981368,999,1,
S94-A15,untreated_low,Unknown,1,PRKCB,Test,15.8792563679323,1,Pass,0.0233967033971152,86.9482477068376,999,1,
S94-A16,untreated_low,Unknown,1,DDIT4,Test,17.5915929366123,1,Pass,0.0233967033971152,88.035861293501,999,1,
S94-A17,untreated_low,Unknown,1,ABCB1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S94-A18,untreated_low,Unknown,1,LRP5,Test,999,0,Fail,0.0233967033971152,999,999,0,
S94-A19,untreated_low,Unknown,1,ABCC4,Test,999,0,Fail,0.0233967033971152,999,999,0,
S94-A20,untreated_low,Unknown,1,YBX1,Test,11.3195792695524,1,Pass,0.0233967033971152,82.1733417225656,999,1,
S94-A21,untreated_low,Unknown,1,PRKCB,Test,15.5609097419974,1,Pass,0.0233967033971152,86.8605428307954,999,1,
S94-A22,untreated_low,Unknown,1,DDIT4,Test,17.6276495836952,1,Pass,0.0233967033971152,87.9242349097181,999,1,
S94-A23,untreated_low,Unknown,1,ABCB1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S94-A24,untreated_low,Unknown,1,LRP5,Test,999,0,Fail,0.0233967033971152,999,999,0,
S94-A25,untreated_low,Unknown,1,ABCC5,Test,999,0,Fail,0.0233967033971152,999,999,0,
S94-A26,untreated_low,Unknown,1,NFYA,Test,999,0,Fail,0.0233967033971152,999,999,0,
